Name,Gene Name
ENSG00000132680,"KH domain containing 4, pre-mRNA splicing factor(KHDC4)"
ENSG00000215938,microRNA 190b(MIR190B)
ENSG00000132681,ATPase Na+/K+ transporting subunit alpha 4(ATP1A4)
ENSG00000199849,"RNA, U5F small nuclear 6, pseudogene(RNU5F-6P)"
ENSG00000143324,xenotropic and polytropic retrovirus receptor 1(XPR1)
ENSG00000117069,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5(ST6GALNAC5)"
ENSG00000252920,small nucleolar RNA SNORA31(LOC124900435)
ENSG00000226653,olfactory receptor family 13 subfamily Z member 1 pseudogene(OR13Z1P)
ENSG00000187862,tetratricopeptide repeat domain 24(TTC24)
ENSG00000268020,olfactory receptor family 4 subfamily G member 4 pseudogene(OR4G4P)
ENSG00000122406,ribosomal protein L5(RPL5)
ENSG00000162585,FA core complex associated protein 20(FAAP20)
ENSG00000143320,cellular retinoic acid binding protein 2(CRABP2)
ENSG00000143321,heparin binding growth factor(HDGF)
ENSG00000143322,"ABL proto-oncogene 2, non-receptor tyrosine kinase(ABL2)"
ENSG00000237783,ribosomal protein S2 pseudogene 10(RPS2P10)
ENSG00000215520,ribosomal protein S4X pseudogene 4(RPS4XP4)
ENSG00000276081,microRNA 7156(MIR7156)
ENSG00000174574,akirin 1(AKIRIN1)
ENSG00000236866,TENT5C divergent transcript(TENT5C-DT)
ENSG00000081019,round spermatid basic protein 1(RSBN1)
ENSG00000283611,"transmembrane protein 274, pseudogene(TMEM274P)"
ENSG00000177606,"Jun proto-oncogene, AP-1 transcription factor subunit(JUN)"
ENSG00000196369,SLIT-ROBO Rho GTPase activating protein 2B(SRGAP2B)
ENSG00000199879,"RNA, variant U1 small nuclear 22(RNVU1-22)"
ENSG00000117016,regulating synaptic membrane exocytosis 3(RIMS3)
ENSG00000162592,coiled-coil domain containing 27(CCDC27)
ENSG00000143314,mitochondrial ribosomal protein L24(MRPL24)
ENSG00000117013,potassium voltage-gated channel subfamily Q member 4(KCNQ4)
ENSG00000162594,interleukin 23 receptor(IL23R)
ENSG00000143315,phosphatidylinositol glycan anchor biosynthesis class M(PIGM)
ENSG00000162595,DIRAS family GTPase 3(DIRAS3)
ENSG00000222222,"RNA, U2 small nuclear 17, pseudogene(RNU2-17P)"
ENSG00000117010,zinc finger protein 684(ZNF684)
ENSG00000081026,"membrane associated guanylate kinase, WW and PDZ domain containing 3(MAGI3)"
ENSG00000186564,forkhead box D2(FOXD2)
ENSG00000143318,calsequestrin 1(CASQ1)
ENSG00000116161,calcyclin binding protein(CACYBP)
ENSG00000143319,interferon stimulated exonuclease gene 20 like 2(ISG20L2)
ENSG00000162591,multiple EGF like domains 6(MEGF6)
ENSG00000200036,"RNA, 5S ribosomal pseudogene 65(RNA5SP65)"
ENSG00000279111,olfactory receptor family 10 subfamily X member 1(OR10X1)
ENSG00000278267,microRNA 6859-1(MIR6859-1)
ENSG00000184389,"alpha 1,3-galactosyltransferase 2(A3GALT2)"
ENSG00000234202,H3 histone pseudogene 3(H3P3)
ENSG00000162598,chromosome 1 open reading frame 87(C1orf87)
ENSG00000162599,nuclear factor I A(NFIA)
ENSG00000236872,peptidylprolyl isomerase A pseudogene 36(PPIAP36)
ENSG00000231181,ribosomal protein L9 pseudogene 11(RPL9P11)
ENSG00000155761,sperm associated antigen 17(SPAG17)
ENSG00000278274,"small nucleolar RNA, H/ACA box 61(SNORA61)"
ENSG00000237728,CAMTA1 antisense RNA 2(CAMTA1-AS2)
ENSG00000116157,glutathione peroxidase 7(GPX7)
ENSG00000143303,methyltransferase like 25B(METTL25B)
ENSG00000184371,colony stimulating factor 1(CSF1)
ENSG00000117000,RLF zinc finger(RLF)
ENSG00000116151,MORN repeat containing 1(MORN1)
ENSG00000117481,NOP2/Sun RNA methyltransferase 4(NSUN4)
ENSG00000117480,fatty acid amide hydrolase(FAAH)
ENSG00000232037,ribosomal protein L21 pseudogene 29(RPL21P29)
ENSG00000234694,CDC20 divergent transcript(CDC20-DT)
ENSG00000187889,FYN binding protein 2(FYB2)
ENSG00000157933,SKI proto-oncogene(SKI)
ENSG00000131788,protein inhibitor of activated STAT 3(PIAS3)
ENSG00000236887,ribosomal protein S15 pseudogene 1(RPS15P1)
ENSG00000177628,glucosylceramidase beta 1(GBA1)
ENSG00000221390,microRNA 1295a(MIR1295A)
ENSG00000131781,flavin containing dimethylaniline monoxygenase 5(FMO5)
ENSG00000117036,ETS variant transcription factor 3(ETV3)
ENSG00000120656,TATA-box binding protein associated factor 12(TAF12)
ENSG00000163462,tripartite motif containing 46(TRIM46)
ENSG00000243173,"RNA, 7SL, cytoplasmic 861, pseudogene(RN7SL861P)"
ENSG00000163463,keratinocyte associated protein 2(KRTCAP2)
ENSG00000201347,"RNA, 5S ribosomal pseudogene 69(RNA5SP69)"
ENSG00000085840,origin recognition complex subunit 1(ORC1)
ENSG00000116183,pappalysin 2(PAPPA2)
ENSG00000188761,BCL2 like 15(BCL2L15)
ENSG00000232048,heterogeneous nuclear ribonucleoprotein C pseudogene 9(HNRNPCP9)
ENSG00000234226,NADH:ubiquinone oxidoreductase subunit S5 pseudogene 2(NDUFS5P2)
ENSG00000227937,MT-ND2 pseudogene 30(MTND2P30)
ENSG00000204859,zinc finger and BTB domain containing 48(ZBTB48)
ENSG00000234222,LIX1L antisense RNA 1(LIX1L-AS1)
ENSG00000258673,long intergenic non-protein coding RNA 1397(LINC01397)
ENSG00000163467,TSSK6 activating cochaperone(TSACC)
ENSG00000163468,chaperonin containing TCP1 subunit 3(CCT3)
ENSG00000131791,protein kinase AMP-activated non-catalytic subunit beta 2(PRKAB2)
ENSG00000244038,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit(DDOST)
ENSG00000178965,glutamate rich 3(ERICH3)
ENSG00000085831,tetratricopeptide repeat domain 39A(TTC39A)
ENSG00000227941,ubiquinol-cytochrome c reductase binding protein pseudogene 2(UQCRBP2)
ENSG00000223583,ribosomal protein L17 pseudogene 9(RPL17P9)
ENSG00000163472,transmembrane protein 79(TMEM79)
ENSG00000085832,epidermal growth factor receptor pathway substrate 15(EPS15)
ENSG00000116171,sterol carrier protein 2(SCP2)
ENSG00000203995,"zyg-11 family member A, cell cycle regulator(ZYG11A)"
ENSG00000227947,long intergenic non-protein coding RNA 1738(LINC01738)
ENSG00000163479,signal sequence receptor subunit 2(SSR2)
ENSG00000207022,small nucleolar RNA SNORA51(LOC124900443)
ENSG00000199318,"RNA, 5S ribosomal pseudogene 52(RNA5SP52)"
ENSG00000219481,NBPF member 1(NBPF1)
ENSG00000222664,RN7SK pseudogene 123(RN7SKP123)
ENSG00000201725,"RNA, U6 small nuclear 304, pseudogene(RNU6-304P)"
ENSG00000169905,torsin 1A interacting protein 2(TOR1AIP2)
ENSG00000232463,ribosomal protein L13 pseudogene 7(RPL13P7)
ENSG00000152332,U2AF homology motif kinase 1(UHMK1)
ENSG00000126067,proteasome 20S subunit beta 2(PSMB2)
ENSG00000173171,metaxin 1(MTX1)
ENSG00000174021,G protein subunit gamma 5(GNG5)
ENSG00000117569,polypyrimidine tract binding protein 2(PTBP2)
ENSG00000116237,isoprenylcysteine carboxyl methyltransferase(ICMT)
ENSG00000154511,divergent protein kinase domain 1A(DIPK1A)
ENSG00000184292,tumor associated calcium signal transducer 2(TACSTD2)
ENSG00000221340,"RNA, U6atac small nuclear 18, pseudogene(RNU6ATAC18P)"
ENSG00000163374,YY1 associated protein 1(YY1AP1)
ENSG00000117560,Fas ligand(FASLG)
ENSG00000271601,limb and CNS expressed 1 like(LIX1L)
ENSG00000169914,OTU deubiquitinase 3(OTUD3)
ENSG00000198483,ankyrin repeat domain 35(ANKRD35)
ENSG00000132716,DDB1 and CUL4 associated factor 8(DCAF8)
ENSG00000207005,"RNA, U1 small nuclear 2(RNU1-2)"
ENSG00000117118,succinate dehydrogenase complex iron sulfur subunit B(SDHB)
ENSG00000117115,peptidyl arginine deiminase 2(PADI2)
ENSG00000117114,adhesion G protein-coupled receptor L2(ADGRL2)
ENSG00000117598,phospholipid phosphatase related 5(PLPPR5)
ENSG00000116266,syntaxin binding protein 3(STXBP3)
ENSG00000117593,"aspartyl-tRNA synthetase 2, mitochondrial(DARS2)"
ENSG00000224863,long intergenic non-protein coding RNA 1398(LINC01398)
ENSG00000117592,peroxiredoxin 6(PRDX6)
ENSG00000180708,olfactory receptor family 10 subfamily K member 2(OR10K2)
ENSG00000116260,quiescin sulfhydryl oxidase 1(QSOX1)
ENSG00000225713,ribosomal protein L30 pseudogene 1(RPL30P1)
ENSG00000163382,NAD(P)HX epimerase(NAXE)
ENSG00000233337,UBE2F pseudogene 3(UBE2FP3)
ENSG00000270722,U1 spliceosomal RNA(LOC124904619)
ENSG00000222209,"RNA, 5S ribosomal pseudogene 56(RNA5SP56)"
ENSG00000259961,uncharacterized LOC107984918(LOC107984918)
ENSG00000177553,C1orf167 antisense RNA 1(C1orf167-AS1)
ENSG00000237700,PRAME family member 33(PRAMEF33)
ENSG00000260941,long intergenic non-protein coding RNA 622(LINC00622)
ENSG00000177551,nescient helix-loop-helix 2(NHLH2)
ENSG00000197147,leucine rich repeat containing 8 VRAC subunit B(LRRC8B)
ENSG00000207475,"small nucleolar RNA, H/ACA box 80E(SNORA80E)"
ENSG00000237707,uncharacterized LOC101928596(LOC101928596)
ENSG00000117586,TNF superfamily member 4(TNFSF4)
ENSG00000224870,MRPL20 antisense RNA 1(MRPL20-AS1)
ENSG00000116254,chromodomain helicase DNA binding protein 5(CHD5)
ENSG00000188672,Rh blood group CcEe antigens(RHCE)
ENSG00000116251,ribosomal protein L22(RPL22)
ENSG00000265392,microRNA 4252(MIR4252)
ENSG00000235527,HIPK1 antisense RNA 1(HIPK1-AS1)
ENSG00000163393,solute carrier family 22 member 15(SLC22A15)
ENSG00000232499,heterogeneous nuclear ribonucleoprotein A1 pseudogene(LOC100421402)
ENSG00000132718,synaptotagmin 11(SYT11)
ENSG00000270733,mitochondrial ribosomal protein S6 pseudogene 1(MRPS6P1)
ENSG00000163399,ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)
ENSG00000231163,CSMD2 antisense RNA 1(CSMD2-AS1)
ENSG00000179743,SPEN antisense RNA 1(SPEN-AS1)
ENSG00000116209,transmembrane protein 59(TMEM59)
ENSG00000001460,sperm tail PG-rich repeat containing 1(STPG1)
ENSG00000116205,transcription elongation factor A N-terminal and central domain containing 2(TCEANC2)
ENSG00000001461,NIPA like domain containing 3(NIPAL3)
ENSG00000116688,mitofusin 2(MFN2)
ENSG00000117533,vesicle associated membrane protein 4(VAMP4)
ENSG00000264014,microRNA 4253(MIR4253)
ENSG00000116685,KIAA2013(KIAA2013)
ENSG00000203943,sterile alpha motif domain containing 13(SAMD13)
ENSG00000253368,TMF1 regulated nuclear protein 1(TRNP1)
ENSG00000085465,oviductal glycoprotein 1(OVGP1)
ENSG00000224800,RPS27A pseudogene 6(RPS27AP6)
ENSG00000222623,"RNA, U6 small nuclear 1100, pseudogene(RNU6-1100P)"
ENSG00000252032,"RNA, U6 small nuclear 1281, pseudogene(RNU6-1281P)"
ENSG00000232423,PRAME family member 6(PRAMEF6)
ENSG00000222624,"RNA, U2 small nuclear 15, pseudogene(RNU2-15P)"
ENSG00000223956,long intergenic non-protein coding RNA 1767(LINC01767)
ENSG00000233750,capicua transcriptional repressor pseudogene 27(CICP27)
ENSG00000224805,long intergenic non-protein coding RNA 853(LINC00853)
ENSG00000018625,ATPase Na+/K+ transporting subunit alpha 2(ATP1A2)
ENSG00000198492,YTH N6-methyladenosine RNA binding protein F2(YTHDF2)
ENSG00000132703,"amyloid P component, serum(APCS)"
ENSG00000215912,tetratricopeptide repeat domain 34(TTC34)
ENSG00000227082,long intergenic non-protein coding RNA 2798(LINC02798)
ENSG00000132702,hyaluronan and proteoglycan link protein 2(HAPLN2)
ENSG00000215910,chromosome 1 open reading frame 167(C1orf167)
ENSG00000235942,late cornified envelope 6A(LCE6A)
ENSG00000132704,Fc receptor like 2(FCRL2)
ENSG00000117528,ATP binding cassette subfamily D member 3(ABCD3)
ENSG00000215915,ATPase family AAA domain containing 3C(ATAD3C)
ENSG00000199347,"RNA, U5E small nuclear 1(RNU5E-1)"
ENSG00000215914,matrix metallopeptidase 23A (pseudogene)(MMP23A)
ENSG00000116678,leptin receptor(LEPR)
ENSG00000117525,"coagulation factor III, tissue factor(F3)"
ENSG00000207056,"RNA, U1 small nuclear 8, pseudogene(RNU1-8P)"
ENSG00000117523,proline rich coiled-coil 2C(PRRC2C)
ENSG00000116675,DnaJ heat shock protein family (Hsp40) member C6(DNAJC6)
ENSG00000234619,ribosomal protein L7 pseudogene 11(RPL7P11)
ENSG00000116670,mitotic arrest deficient 2 like 2(MAD2L2)
ENSG00000231105,ECE1 antisense RNA 1(ECE1-AS1)
ENSG00000231586,ribosomal protein S23 pseudogene 9(RPS23P9)
ENSG00000202609,microRNA 488(MIR488)
ENSG00000230250,long intergenic non-protein coding RNA 1753(LINC01753)
ENSG00000277344,"RNA, U1 small nuclear 6, pseudogene(RNU1-6P)"
ENSG00000254685,fucose-1-phosphate guanylyltransferase(FPGT)
ENSG00000142973,cytochrome P450 family 4 subfamily B member 1(CYP4B1)
ENSG00000152760,dynein light chain Tctex-type family member 5(DYNLT5)
ENSG00000211543,microRNA 320b-1(MIR320B1)
ENSG00000199377,"RNA, U5F small nuclear 1(RNU5F-1)"
ENSG00000176256,high mobility group box 4(HMGB4)
ENSG00000142959,bestrophin 4(BEST4)
ENSG00000227091,SLC6A17 antisense RNA 1(SLC6A17-AS1)
ENSG00000266210,"RNA, 7SL, cytoplasmic 371, pseudogene(RN7SL371P)"
ENSG00000236804,RPS3A pseudogene 12(RPS3AP12)
ENSG00000236806,ribosomal protein L7a pseudogene 15(RPL7AP15)
ENSG00000152763,dynein axonemal intermediate chain 4(DNAI4)
ENSG00000215906,lactamase beta like 1(LACTBL1)
ENSG00000116221,mitochondrial ribosomal protein L37(MRPL37)
ENSG00000158062,UBX domain protein 11(UBXN11)
ENSG00000169962,taste 1 receptor member 3(TAS1R3)
ENSG00000201746,"RNA, U6 small nuclear 828, pseudogene(RNU6-828P)"
ENSG00000142961,MOB kinase activator 3C(MOB3C)
ENSG00000176261,zinc finger and BTB domain containing 8 opposite strand(ZBTB8OS)
ENSG00000236810,ELOA antisense RNA 1(ELOA-AS1)
ENSG00000142949,protein tyrosine phosphatase receptor type F(PTPRF)
ENSG00000229280,eukaryotic translation elongation factor 1 delta pseudogene 6(EEF1DP6)
ENSG00000116218,"NPHS2 stomatin family member, podocin(NPHS2)"
ENSG00000269713,NBPF member 9(NBPF9)
ENSG00000266203,microRNA 5585(MIR5585)
ENSG00000242252,bone gamma-carboxyglutamate protein(BGLAP)
ENSG00000116213,"WD repeat containing, antisense to TP73(WRAP73)"
ENSG00000116212,leucine rich repeat containing 42(LRRC42)
ENSG00000117543,diphthamide biosynthesis 5(DPH5)
ENSG00000203910,chromosome 1 open reading frame 146(C1orf146)
ENSG00000186056,MATN1 antisense RNA 1(MATN1-AS1)
ENSG00000116691,migration and invasion inhibitory protein(MIIP)
ENSG00000169972,pseudouridine synthase like 1(PUSL1)
ENSG00000085433,WD repeat domain 47(WDR47)
ENSG00000158055,grainyhead like transcription factor 3(GRHL3)
ENSG00000171806,methyltransferase like 18(METTL18)
ENSG00000232453,long intergenic non-protein coding RNA 2777(LINC02777)
ENSG00000180758,G protein-coupled receptor 157(GPR157)
ENSG00000200403,"RNA, U6 small nuclear 1099, pseudogene(RNU6-1099P)"
ENSG00000203914,"heat shock protein 90 beta family member 3, pseudogene(HSP90B3P)"
ENSG00000232450,ribosomal protein S2 pseudogene 14(RPS2P14)
ENSG00000266634,microRNA 3972(MIR3972)
ENSG00000142937,ribosomal protein S8(RPS8)
ENSG00000116649,spermidine synthase(SRM)
ENSG00000159377,proteasome 20S subunit beta 4(PSMB4)
ENSG00000116641,dedicator of cytokinesis 7(DOCK7)
ENSG00000171812,collagen type VIII alpha 2 chain(COL8A2)
ENSG00000157191,NECAP endocytosis associated 2(NECAP2)
ENSG00000274266,"small nucleolar RNA, H/ACA box 73A(SNORA73A)"
ENSG00000168653,NADH:ubiquinone oxidoreductase subunit S5(NDUFS5)
ENSG00000228369,TXNDC12 antisense RNA 1(TXNDC12-AS1)
ENSG00000186086,NBPF member 6(NBPF6)
ENSG00000157193,LDL receptor related protein 8(LRP8)
ENSG00000229699,uncharacterized LOC101928009(LOC101928009)
ENSG00000142945,kinesin family member 2C(KIF2C)
ENSG00000171819,angiopoietin like 7(ANGPTL7)
ENSG00000169509,cysteine rich C-terminal 1(CRCT1)
ENSG00000214193,SH3 domain containing 21(SH3D21)
ENSG00000239494,"RNA, 7SL, cytoplasmic 333, pseudogene(RN7SL333P)"
ENSG00000276442,"RNA, 5S ribosomal pseudogene 529(RNA5SP529)"
ENSG00000169504,chloride intracellular channel 4(CLIC4)
ENSG00000016490,chloride channel accessory 1(CLCA1)
ENSG00000199385,"RNA, U6 small nuclear 369, pseudogene(RNU6-369P)"
ENSG00000241347,"RNA, 7SL, cytoplasmic 466, pseudogene(RN7SL466P)"
ENSG00000177133,PRDM16 divergent transcript(PRDM16-DT)
ENSG00000205231,TTLL10 antisense RNA 1(TTLL10-AS1)
ENSG00000067606,protein kinase C zeta(PRKCZ)
ENSG00000235907,proteasome 20S subunit alpha 3 pseudogene(LOC100422287)
ENSG00000171824,exosome component 10(EXOSC10)
ENSG00000253313,chromosome 1 open reading frame 210(C1orf210)
ENSG00000188257,phospholipase A2 group IIA(PLA2G2A)
ENSG00000230214,ferritin light chain pseudogene 18(FTLP18)
ENSG00000157184,carnitine palmitoyltransferase 2(CPT2)
ENSG00000232878,DPYD antisense RNA 1(DPYD-AS1)
ENSG00000159363,ATPase cation transporting 13A2(ATP13A2)
ENSG00000169991,intermediate filament family orphan 2(IFFO2)
ENSG00000085491,solute carrier family 25 member 24(SLC25A24)
ENSG00000243539,"RNA, 7SL, cytoplasmic 649, pseudogene(RN7SL649P)"
ENSG00000242688,"RNA, 7SL, cytoplasmic 304, pseudogene(RN7SL304P)"
ENSG00000117519,calponin 3(CNN3)
ENSG00000177144,nudix hydrolase 4B(NUDT4B)
ENSG00000264470,microRNA 4794(MIR4794)
ENSG00000240021,testis expressed 35(TEX35)
ENSG00000116663,F-box protein 6(FBXO6)
ENSG00000021852,complement C8 beta chain(C8B)
ENSG00000227056,ribosomal protein L6 pseudogene 2(RPL6P2)
ENSG00000252018,"RNA, U2 small nuclear 30, pseudogene(RNU2-30P)"
ENSG00000230228,H3 histone pseudogene 1(H3P1)
ENSG00000116661,F-box protein 2(FBXO2)
ENSG00000170989,sphingosine-1-phosphate receptor 1(S1PR1)
ENSG00000159352,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4(PSMD4)"
ENSG00000158022,tripartite motif containing 63(TRIM63)
ENSG00000233730,long intergenic non-protein coding RNA 1765(LINC01765)
ENSG00000142920,antizyme inhibitor 2(AZIN2)
ENSG00000183831,ankyrin repeat domain 45(ANKRD45)
ENSG00000160710,adenosine deaminase RNA specific(ADAR)
ENSG00000168679,solute carrier family 16 member 4(SLC16A4)
ENSG00000240038,amylase alpha 2B(AMY2B)
ENSG00000160714,ubiquitin conjugating enzyme E2 Q1(UBE2Q1)
ENSG00000130940,castor zinc finger 1(CASZ1)
ENSG00000160712,interleukin 6 receptor(IL6R)
ENSG00000160716,cholinergic receptor nicotinic beta 2 subunit(CHRNB2)
ENSG00000117507,"flavin containing dimethylaniline monoxygenase 6, pseudogene(FMO6P)"
ENSG00000204362,long intergenic non-protein coding RNA 2783(LINC02783)
ENSG00000117505,down-regulator of transcription 1(DR1)
ENSG00000158014,solute carrier family 30 member 2(SLC30A2)
ENSG00000186092,olfactory receptor family 4 subfamily F member 5(OR4F5)
ENSG00000228399,ribosomal protein S20 pseudogene 6(RPS20P6)
ENSG00000235927,NEXN antisense RNA 1(NEXN-AS1)
ENSG00000117501,maestro heat like repeat family member 9(MROH9)
ENSG00000186094,AGBL carboxypeptidase 4(AGBL4)
ENSG00000227066,uncharacterized LOC117779438(LOC117779438)
ENSG00000117500,transmembrane p24 trafficking protein 5(TMED5)
ENSG00000228397,long intergenic non-protein coding RNA 1635(LINC01635)
ENSG00000235919,ASH1L antisense RNA 1(ASH1L-AS1)
ENSG00000252005,"RNA, U4atac small nuclear 8, pseudogene(RNU4ATAC8P)"
ENSG00000230231,"flavin containing dimethylaniline monoxygenase 7, pseudogene(FMO7P)"
ENSG00000142910,tubulointerstitial nephritis antigen like 1(TINAGL1)
ENSG00000223945,ribosomal protein L6 pseudogene 31(RPL6P31)
ENSG00000130939,ubiquitination factor E4B(UBE4B)
ENSG00000277762,"RNA, 7SL, cytoplasmic 261, pseudogene(RN7SL261P)"
ENSG00000238198,LRIG2 divergent transcript(LRIG2-DT)
ENSG00000232892,RGS5 antisense RNA 1(RGS5-AS1)
ENSG00000274258,microRNA 6728(MIR6728)
ENSG00000223949,ROR1 antisense RNA 1(ROR1-AS1)
ENSG00000235098,ankyrin repeat domain 65(ANKRD65)
ENSG00000264419,microRNA 548ac(MIR548AC)
ENSG00000116604,myocyte enhancer factor 2D(MEF2D)
ENSG00000158485,CD1b molecule(CD1B)
ENSG00000069812,hes family bHLH transcription factor 2(HES2)
ENSG00000158488,CD1e molecule(CD1E)
ENSG00000097046,cell division cycle 7(CDC7)
ENSG00000158006,platelet activating factor acetylhydrolase 2(PAFAH2)
ENSG00000159339,peptidyl arginine deiminase 4(PADI4)
ENSG00000158008,exostosin like glycosyltransferase 1(EXTL1)
ENSG00000252433,small nucleolar RNA SNORA31(LOC124900434)
ENSG00000232825,PLPPR5 antisense RNA 1(PLPPR5-AS1)
ENSG00000158481,CD1c molecule(CD1C)
ENSG00000200839,"RNA, 5S ribosomal pseudogene 48(RNA5SP48)"
ENSG00000183853,kirre like nephrin family adhesion molecule 1(KIRREL1)
ENSG00000181656,G protein-coupled receptor 88(GPR88)
ENSG00000284035,microRNA 5187(MIR5187)
ENSG00000178028,DNA methyltransferase 1 associated protein 1(DMAP1)
ENSG00000188290,hes family bHLH transcription factor 4(HES4)
ENSG00000171872,KLF transcription factor 17(KLF17)
ENSG00000158477,CD1a molecule(CD1A)
ENSG00000207451,"RNA, U6 small nuclear 291, pseudogene(RNU6-291P)"
ENSG00000097033,"SH3 domain containing GRB2 like, endophilin B1(SH3GLB1)"
ENSG00000227000,heat shock protein family D (Hsp60) member 1 pseudogene 14(HSPD1P14)
ENSG00000228338,long intergenic non-protein coding RNA 1784(LINC01784)
ENSG00000230659,ribosomal protein L26 pseudogene 12(RPL26P12)
ENSG00000231987,long intergenic non-protein coding RNA 1787(LINC01787)
ENSG00000252429,U7 small nuclear RNA(LOC124904769)
ENSG00000158473,CD1d molecule(CD1D)
ENSG00000149527,phospholipase C eta 2(PLCH2)
ENSG00000160741,CREB regulated transcription coactivator 2(CRTC2)
ENSG00000241794,small proline rich protein 2A(SPRR2A)
ENSG00000206595,"RNA, U6 small nuclear 877, pseudogene(RNU6-877P)"
ENSG00000226167,AP4B1 antisense RNA 1(AP4B1-AS1)
ENSG00000097021,acyl-CoA thioesterase 7(ACOT7)
ENSG00000189171,S100 calcium binding protein A13(S100A13)
ENSG00000253304,transmembrane protein 200B(TMEM200B)
ENSG00000231999,LRRC8C divergent transcript(LRRC8C-DT)
ENSG00000232846,solute carrier family 25 member 6 pseudogene 3(SLC25A6P3)
ENSG00000275538,"RNA, variant U1 small nuclear 19(RNVU1-19)"
ENSG00000276869,microRNA 6729(MIR6729)
ENSG00000237290,long intergenic non-protein coding RNA 1343(LINC01343)
ENSG00000230667,SET like protein(SETSIP)
ENSG00000157131,complement C8 alpha chain(C8A)
ENSG00000177181,ribosomal modification protein rimK like family member A(RIMKLA)
ENSG00000238142,uncharacterized LOC105376805(LOC105376805)
ENSG00000160753,RUN and SH3 domain containing 1(RUSC1)
ENSG00000238145,tubulin alpha pseudogene 8(TUBAP8)
ENSG00000160752,farnesyl diphosphate synthase(FDPS)
ENSG00000183856,IQ motif containing GTPase activating protein 3(IQGAP3)
ENSG00000260063,uncharacterized LOC101928728(LOC101928728)
ENSG00000239007,"RNA, U7 small nuclear 95 pseudogene(RNU7-95P)"
ENSG00000207434,"RNA, U6 small nuclear 1072, pseudogene(RNU6-1072P)"
ENSG00000226172,uncharacterized LOC105378933(LOC105378933)
ENSG00000206585,"RNA, variant U1 small nuclear 7(RNVU1-7)"
ENSG00000229687,ribosomal protein L37 pseudogene 7(RPL37P7)
ENSG00000265753,"RNA, 7SL, cytoplasmic 444, pseudogene(RN7SL444P)"
ENSG00000230679,ENO1 antisense RNA 1(ENO1-AS1)
ENSG00000274210,U1 spliceosomal RNA(LOC124904621)
ENSG00000272031,ankyrin repeat domain 34A(ANKRD34A)
ENSG00000200800,"RNA, U1 small nuclear 130, pseudogene(RNU1-130P)"
ENSG00000031698,seryl-tRNA synthetase 1(SARS1)
ENSG00000223905,peroxiredoxin 5 pseudogene(LOC100418965)
